nct_id,section,signal_type,label,detail,source_sentence
NCT07287917,inclusion,biomarker,PIK3CA mentioned,PIK3CA:unspecified,"Diagnosed with unresectable, locally advanced, or metastatic solid tumors including ER+ HER2- breast cancer (Cohort 1) or melanoma (Cohort 2) a.Underlying malignant disease must be histologically or cytologically documented b.For breast cancer patients: locally advanced or metastatic breast cancer with one or more actionable PIK3CA/AKT1/PTEN-alterations following progression on at least 2 endocrine-based regimens in the metastatic setting or recurrence on or within 12 months of completing adjuvant therapy. Patients who are candidates to start therapy with capivasertib are eligible for enrollment. Patients previously treated with PIK3CA inhibitors will be allowed into the study. Premenopausal patients with ER+ HER2-breast cancer may be enrolled and should be maintained on an agent for ovarian suppression (i.e., luteinizing hormone-releasing hormone \[LHRH\] agonist) as part of SOC. c.For melanoma patients: patients with unresectable metastatic cutaneous melanoma that progressed on any prior immune checkpoint inhibitor and, if BRAF600 mutant positive, a BRAF or mitogen-activated protein kinase (MEK) inhibitor or both as shown below: i.Patient have to have resolution of all immune checkpoint inhibitor-related adverse events to Grade 0-1 and prednisone ≤10 mg/day for at least 2 weeks. Histologically or cytologically confirmed diagnosis of unresectable Stage III or metastatic melanoma not amenable to local therapy. ii.Patients must have progressed or shown intolerance to any prior immune checkpoint inhibitors. iii.Patients with BRAF gene mutant melanoma must have had a prior treatment regimen (progressed or shown intolerance) that included vemurafenib, dabrafenib, or an approved BRAF gene and or MEK protein inhibitor. However, patients who may continue to be candidates for second line immune check point inhibitors can be enrolled prior to initiation for BRAF gene or MEK inhibitors. iv.Patients with incurable malignancies may be enrolled regardless of the number of prior treatment lines, as long as in the opinion of the Investigator, the patient would be unlikely to tolerate or derive clinically meaningful benefit from other available treatment options (FDA Guidance for Industry: Cancer Clinical Trial Eligibility Criteria: Available Therapy in Non-Curative Settings. July 2022). d.Has evaluable or measurable disease by tumor Response Evaluable Criteria in Solid Tumors version 1.1 (RECIST 1.1) at the time of enrollment. Lesions situated in a previously irradiated area are considered measurable if progression has been demonstrated in such lesions. e.Patients with brain previously treated stable brain metastases may participate provided they are radiologically stable, i.e., without evidence of progression for at least 4 weeks by repeat imaging (note that the repeat imaging should be performed during study screening), clinically stable and without requirement of steroid treatment for at least 14 days prior to first dose of study treatment."
NCT07287917,inclusion,ecog,ECOG 0,0-0,Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1 at Screening or Day 1.
NCT07287917,exclusion,biomarker,HER2 mentioned,HER2:unspecified,"Women who are pregnant or lactating. NOTE: Women of childbearing potential (WOCBP) must have a ""negative"" serum pregnancy test within 1 week prior to treatment. a.Women not OCBP is defined as: i.Postmenopausal with \>1 year since last menses and: 1.If \<65 years old, follicle-stimulating hormone (FSH) \>40 mIU/mL. 2.If ≥65 years old and not on hormone replacement therapy (HRT), FSH \>30 mIU/mL. 3.If ≥65 years old and on HRT, the FSH requirement is not applicable. Postmenopausal females on HRT will be allowed if HRT has been stable for ≥6 months prior to dosing of study drug(s). 4.Written medical documentation of being sterilized (e.g., hysterectomy, double oophorectomy, bilateral salpingectomy) with the procedure performed ≥6 months prior to dosing study drug(s). Note: Tubal ligation is not considered a form of permanent sterilization. 13.Patients may not have any unresolved toxicity Grade \>1 from previous anticancer therapy, except for stable chronic toxicities that are not expected to resolve (i.e., peripheral neuropathy, alopecia, etc.). Patients who have an ongoing requirement for thyroid replacement therapy from prior exposure to an immune checkpoint inhibitor but who are clinically euthyroid are permitted (whether treated or untreated). 14.Have an unwillingness or inability to comply with required procedures in this protocol. 15.Current active liver disease from any cause, including hepatitis A (hepatitis A virus immunoglobulin M \[Hep A IgM\] positive), hepatitis B (hepatitis B virus \[HBV\] surface antigen positive), or hepatitis C (hepatitis C virus \[HCV\] antibody positive, confirmed by HCV ribonucleic acid). Patients with HCV with undetectable virus after treatment are eligible. Patients with a prior history of HBV are eligible if quantitative polymerase chain reaction (PCR) for HBV DNA is negative. Note that elevated levels of biotin may interfere with viral serology testing. 16.Have a serious nonmalignant disease that, in the opinion of the Investigator or the Sponsor Medical Monitor or designee, could compromise protocol objectives. 17.Patients who are currently receiving any other investigational agent or who have received an investigational agent within the last 28 days, with the exception of any patient who participated in Study AMXT1501-101A. 18.Known gastrointestinal (GI) disease or procedure that could interfere with the absorption of study drug, including inability to swallow whole capsules or tablets or conditions that may interfere with absorption. The Sponsor Medical Monitor or designee should be contacted for any questions regarding this exclusion criterion. 19.Patients who have exhibited allergic reactions or intolerability to a similar structural compound, biological agent, or formulation as study drugs used in this study, including AMXT 1501, DFMO, and SOC therapies. 20.Use of other hormonal therapies are not permitted during the study in the breast cancer cohort (Cohort 1). Exception: premenopausal women with ER+/HER2- breast cancer should be maintained on an LHRH agonist for ovarian suppression. 21.Use of biotin (i.e., Vitamin B7) or supplements containing biotin higher than the daily adequate intake of 30 μg. Note: Patients who switch from a high dose to a dose of ≤30 μg/day are eligible for study entry. 22.Uncontrolled, acute, or life-threatening bacteria, viral, or fungal infection. Patients with ongoing use of prophylactic antibiotics, antifungals, or antivirals are eligible if no evidence of active infection, this includes COVID patients. Exception: Patients with well-controlled HIV (e.g., CD4 \>350/mm3 and undetectable viral load) are eligible. 23.Patient has an active or prior history of autoimmune disease. Exception: patients with type 1 diabetes (if stable, well-controlled, and not brittle), vitiligo, hypo- or hyperthyroid disease, or autoimmune alopecia are permitted if the condition does not require immunosuppressive treatment. 24.Known additional malignancy that is progressing or requires active treatment. Exceptions include basal cell carcinoma of the skin, non-metastatic squamous cell carcinoma of the skin, or in situ cervical cancer that has undergone potentially curative therapy. 25.Combination with pembrolizumab specific additional exclusion criteria:"
NCT07287995,inclusion,biomarker,HER2 negative,HER2:negative,"Participant must have one of the following malignancies: Urothelial carcinoma, NSCLC (nonsquamous cell histology), Gastric/ gastroesophageal junction (GEJ) cancer, Breast cancer (human epidermal growth factor receptor 2 \[HER2\]-negative; local testing for HER2 status is acceptable)."
NCT07287995,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Participant must have one of the following malignancies: Urothelial carcinoma, NSCLC (nonsquamous cell histology), Gastric/ gastroesophageal junction (GEJ) cancer, Breast cancer (human epidermal growth factor receptor 2 \[HER2\]-negative; local testing for HER2 status is acceptable)."
NCT07287995,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,"Participant has locally advanced unresectable or metastatic NSCLC with known programmed cell death-1 (PD-L1) status, without actionable oncogenic alteration (AGA), according to local testing."
NCT07287995,inclusion,prior_therapy,≤3 prior lines,<=3,Participant must have had no more than 3 prior lines of therapy.
NCT07287995,inclusion,prior_therapy,≤3 prior lines,<=3,Participant must have had no more than 3 prior lines of therapy.
NCT07287995,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,"Participant has locally advanced unresectable or metastatic NSCLC (adenocarcinoma only, no mixed histology allowed), with known PD-L1 status, without AGA, according to local testing."
NCT07287995,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,"Participant has locally advanced unresectable or metastatic NSCLC with known PD-L1 status, without AGA, according to local testing."
NCT07287995,inclusion,prior_therapy,≤3 prior lines,<=3,Participant must have had no more than 3 prior lines of therapy.
NCT07287995,inclusion,prior_therapy,≤3 prior lines,<=3,Participant must have had no more than 3 prior lines of therapy.
NCT07287995,inclusion,prior_therapy,≤3 prior lines,<=3,Participant must have had no more than 3 prior lines of therapy.
NCT07287995,inclusion,ecog,ECOG 0,0-0,Participant has an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
NCT07288034,inclusion,ecog,ECOG 0–2,0-2,Eastern Cooperative Oncology Group (ECOG) ≤ 2
NCT07288034,inclusion,biomarker,EGFR positive,EGFR:positive,Absence of sensitizing EGFR mutation or ALK/ROS1 alteration
NCT07288034,inclusion,biomarker,ALK positive,ALK:positive,Absence of sensitizing EGFR mutation or ALK/ROS1 alteration
NCT07288034,inclusion,biomarker,ROS1 positive,ROS1:positive,Absence of sensitizing EGFR mutation or ALK/ROS1 alteration
NCT07288034,inclusion,biomarker,PDL1 mentioned,PDL1:unspecified,Scheduled to begin treatment with a Food and Drug Administration (FDA) approved PD1/PDL1 antibody with or without chemotherapy. Participants who have already started treatment with anti-PD1/PDL1 in this setting may enroll if they have only received up to 4 cycles of treatment so far. Patients who have received PD1/PDL1 antibody for early-stage NSCLC are allowed to enroll if they completed the therapy at least 6 months before starting trial therapy
NCT07288034,inclusion,biomarker,PDL1 mentioned,PDL1:unspecified,Scheduled to begin treatment with a Food and Drug Administration (FDA) approved PD1/PDL1 antibody with or without chemotherapy. Participants who have already started treatment with anti-PD1/PDL1 in this setting may enroll if they have only received up to 4 cycles of treatment so far. Patients who have received PD1/PDL1 antibody for early-stage NSCLC are allowed to enroll if they completed the therapy at least 6 months before starting trial therapy
NCT07288034,inclusion,biomarker,PDL1 mentioned,PDL1:unspecified,Scheduled to begin treatment with a Food and Drug Administration (FDA) approved PD1/PDL1 antibody with or without chemotherapy. Participants who have already started treatment with anti-PD1/PDL1 in this setting may enroll if they have only received up to 4 cycles of treatment so far. Patients who have received PD1/PDL1 antibody for early-stage NSCLC are allowed to enroll if they completed the therapy at least 6 months before starting trial therapy
NCT07288034,inclusion,ecog,ECOG 0–2,0-2,PART II: ECOG ≤ 2
NCT07288034,exclusion,biomarker,KRAS mentioned,KRAS:unspecified,PART II ARM B ONLY: Patients with prior history of KRAS G12C inhibitors
NCT07288177,inclusion,ecog,ECOG 0,0-0,Participant has an Eastern Cooperative Oncology Group (ECOG) Performance Status (PS) score of 0 or 1 within 7 days of Cycle 1 Day 1. Key
NCT07288359,inclusion,biomarker,HER2 mentioned,HER2:unspecified,HR+/HER2- advanced breast cancer (aBC) with disease progression on or following at least one line of hormone-based therapy in combination with a CDK4/6i and at least one additional line of systemic therapy for metastatic disease.
NCT07288359,inclusion,prior_therapy,≤3 prior lines,<=3,Locally advanced or metastatic cancer with a CCNE1 amplification. For dose expansion only: no more than 3 prior lines of therapy for advanced or metastatic disease.
NCT07288359,inclusion,prior_therapy,≤3 prior lines,<=3,"Metastatic castration-resistant prostate adenocarcinoma, with no documented neuroendocrine component, castrate level of testosterone, and no more than 3 prior lines of systemic therapy for metastatic disease. Phase II:"
NCT07288359,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"HR+/HER2- aBC with disease progression on or after an endocrine therapy in combination, with a CDK4/6 inhibitor for advanced disease with no more than 2 lines of endocrine therapy and no prior cytotoxic chemotherapy or antibody-drug-conjugate for advanced disease. \- Measurable disease as determined by RECIST v1.1."
NCT07288359,inclusion,prior_therapy,≤2 prior lines,<=2,"HR+/HER2- aBC with disease progression on or after an endocrine therapy in combination, with a CDK4/6 inhibitor for advanced disease with no more than 2 lines of endocrine therapy and no prior cytotoxic chemotherapy or antibody-drug-conjugate for advanced disease. \- Measurable disease as determined by RECIST v1.1."
NCT07291037,inclusion,biomarker,EGFR mentioned,EGFR:unspecified,"Participants must have documented negative test results for epidermal growth factor receptor (EGFR), anaplastic lymphoma kinase (ALK), and ROS proto-oncogene 1 (ROS1) genomic alterations."
NCT07291037,inclusion,biomarker,ALK mentioned,ALK:unspecified,"Participants must have documented negative test results for epidermal growth factor receptor (EGFR), anaplastic lymphoma kinase (ALK), and ROS proto-oncogene 1 (ROS1) genomic alterations."
NCT07291037,inclusion,biomarker,ROS1 mentioned,ROS1:unspecified,"Participants must have documented negative test results for epidermal growth factor receptor (EGFR), anaplastic lymphoma kinase (ALK), and ROS proto-oncogene 1 (ROS1) genomic alterations."
NCT07291037,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Has no known tumour genomic alterations in neurotrophic tyrosine receptor kinase (NTRK), proto-oncogene B-raf (BRAF), rearranged during transfection (RET), mesenchymal-epithelial transition (MET) exon 14 skipping, Kirsten rat sarcoma viral oncogene homolog (KRAS) G12C, human epidermal growth factor receptor 2 (HER2) or any other actionable driver oncogenes for which there are locally approved and available targeted first-line therapies."
NCT07291037,inclusion,biomarker,KRAS mentioned,KRAS:unspecified,"Has no known tumour genomic alterations in neurotrophic tyrosine receptor kinase (NTRK), proto-oncogene B-raf (BRAF), rearranged during transfection (RET), mesenchymal-epithelial transition (MET) exon 14 skipping, Kirsten rat sarcoma viral oncogene homolog (KRAS) G12C, human epidermal growth factor receptor 2 (HER2) or any other actionable driver oncogenes for which there are locally approved and available targeted first-line therapies."
NCT07291037,inclusion,biomarker,BRAF positive,BRAF:positive,"Has no known tumour genomic alterations in neurotrophic tyrosine receptor kinase (NTRK), proto-oncogene B-raf (BRAF), rearranged during transfection (RET), mesenchymal-epithelial transition (MET) exon 14 skipping, Kirsten rat sarcoma viral oncogene homolog (KRAS) G12C, human epidermal growth factor receptor 2 (HER2) or any other actionable driver oncogenes for which there are locally approved and available targeted first-line therapies."
NCT07291037,inclusion,biomarker,MET mentioned,MET:unspecified,"Has no known tumour genomic alterations in neurotrophic tyrosine receptor kinase (NTRK), proto-oncogene B-raf (BRAF), rearranged during transfection (RET), mesenchymal-epithelial transition (MET) exon 14 skipping, Kirsten rat sarcoma viral oncogene homolog (KRAS) G12C, human epidermal growth factor receptor 2 (HER2) or any other actionable driver oncogenes for which there are locally approved and available targeted first-line therapies."
NCT07291037,inclusion,biomarker,NTRK positive,NTRK:positive,"Has no known tumour genomic alterations in neurotrophic tyrosine receptor kinase (NTRK), proto-oncogene B-raf (BRAF), rearranged during transfection (RET), mesenchymal-epithelial transition (MET) exon 14 skipping, Kirsten rat sarcoma viral oncogene homolog (KRAS) G12C, human epidermal growth factor receptor 2 (HER2) or any other actionable driver oncogenes for which there are locally approved and available targeted first-line therapies."
NCT07291037,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,Participants must have received platinum based chemotherapy (PBC) in combination with anti-programmed death-protein 1 (anti-PD-1)/anti-programmed death-ligand 1 (anti-PD-L1) monoclonal antibody (mAb) as the only prior line of therapy or received PBC and anti-PD-1/anti-PD-L1 monoclonal antibody (in either order) sequentially as the only 2 prior lines of therapy.
NCT07291037,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,Participants must have received platinum based chemotherapy (PBC) in combination with anti-programmed death-protein 1 (anti-PD-1)/anti-programmed death-ligand 1 (anti-PD-L1) monoclonal antibody (mAb) as the only prior line of therapy or received PBC and anti-PD-1/anti-PD-L1 monoclonal antibody (in either order) sequentially as the only 2 prior lines of therapy.
NCT07291037,inclusion,prior_therapy,=2 prior lines,==2,Participants must have received platinum based chemotherapy (PBC) in combination with anti-programmed death-protein 1 (anti-PD-1)/anti-programmed death-ligand 1 (anti-PD-L1) monoclonal antibody (mAb) as the only prior line of therapy or received PBC and anti-PD-1/anti-PD-L1 monoclonal antibody (in either order) sequentially as the only 2 prior lines of therapy.
NCT07291037,inclusion,ecog,ECOG 0,0-0,Eastern Cooperative Oncology Group (ECOG) Performance Status (PS) of 0 or 1.
NCT07291180,inclusion,ecog,ECOG 0–2,0-2,Has an ECOG performance status score of 0-2. Male Participants
NCT07292298,inclusion,ecog,ECOG 0–3,0-3,ECOG 0-3
NCT07292298,inclusion,biomarker,MMR negative,MMR:negative,"Patients with MMR-proficient low-mid rectal adenocarcinoma cT1-4 N0-2 M0 who underwent total neoadjuvant therapy who have not achieved complete response (i.e. incomplete or near-complete) in the rectal primary tumor such that surgical resection, if offered presently or in the future, would be an APR or low LAR per colorectal surgeon expert opinion and central review at University of Colorado rectal tumor board. Tumor restaging will be 4-16 weeks following completion of total neoadjuvant therapy, and no sooner than 8 weeks if patients received chemotherapy followed by chemoradiation/short course radiation."
NCT07293247,inclusion,biomarker,EGFR positive,EGFR:positive,No known EGFR mutation or ALK rearrangement
NCT07293247,inclusion,biomarker,ALK positive,ALK:positive,No known EGFR mutation or ALK rearrangement
NCT07293247,inclusion,ecog,ECOG 0–2,0-2,Eastern Cooperative Oncology Group (ECOG) performance status ≤ 2
NCT07293585,inclusion,ecog,ECOG 0–2,0-2,Eastern Cooperative Oncology Group (ECOG) performance status ≤2.
NCT07300150,inclusion,biomarker,KRAS negative,KRAS:negative,"Participant has a pathologically documented, locally advanced or metastatic malignancy with any KRAS mutation or wild-type (WT) KRAS amplification identified through molecular testing using a Clinical Laboratory Improvement Amendments (CLIA) certified, validated institutional or commercial test"
NCT07300150,inclusion,biomarker,KRAS negative,KRAS:negative,"Participant has a pathologically documented, locally advanced or metastatic malignancy with any KRAS mutation or wild-type (WT) KRAS amplification identified through molecular testing using a Clinical Laboratory Improvement Amendments (CLIA) certified, validated institutional or commercial test"
NCT07300150,inclusion,ecog,ECOG 0,0-0,ECOG Performance Status 0 or 1
NCT07300150,exclusion,biomarker,KRAS mentioned,KRAS:unspecified,Prior treatment with a KRAS/RAS degrader Medical History
NCT07310420,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"HER2-: Via American Society of Clinical Oncology, College of American Pathology (ASCO-CAP) guidelines."
NCT07310420,inclusion,biomarker,PIK3CA mentioned,PIK3CA:unspecified,"Participants may have received or be receiving a cyclin-dependent kinase (CDK) 4/6 inhibitor, a phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha-protein kinase B (PIK3CA-AKT) inhibitor, or bisphosphonates if initiated and at a stable dose for at least 2 weeks before trial enrollment."
NCT07310420,inclusion,biomarker,PIK3CA mentioned,PIK3CA:unspecified,PIK3CA/AKT inhibitors are permitted if started at least 2 weeks before the trial and tolerated without ongoing toxicity CTCAE v6.0 \>Grade 1.
NCT07310420,inclusion,ecog,ECOG 0–2,0-2,Performance Status: Eastern Cooperative Oncology Group (ECOG) performance status of 0 to 2.
NCT07310420,exclusion,ecog,ECOG 3,3-3,Performance status: ECOG performance status ≥3.
NCT07311993,inclusion,ecog,ECOG 0–2,0-2,ECOG performance status of 0 to 2.
NCT07313241,inclusion,ecog,ECOG 0–2,0-2,Performance status ECOG 0-2
NCT07315113,inclusion,ecog,ECOG 0–1,0-1,Eastern Cooperative Oncology Group (ECOG) performance status of 0-1.
NCT07315113,inclusion,biomarker,EGFR positive,EGFR:positive,"Unresectable, metastatic or locally advanced EGFR-mutated NSCLC."
NCT07315113,exclusion,biomarker,EGFR positive,EGFR:positive,Subject's cancer has a known oncogenic driver alteration other than EGFR.
NCT07315113,exclusion,biomarker,EGFR mentioned,EGFR:unspecified,Known EGFR mutations that cause resistance to osimertinib
NCT07315113,exclusion,biomarker,HER2 positive,HER2:positive,Known human epidermal growth factor receptor 2 (HER2) overexpression
NCT07317505,inclusion,ecog,ECOG 0–2,0-2,ECOG performance status score ≤2.
NCT07318805,inclusion,prior_therapy,≥1 prior line,>=1,Advanced or metastatic cancer of the breast or colon Part 1A: metastatic or advanced breast cancer or colorectal cancer for which no standard therapy is available Part 1B: metastatic or advanced breast cancer with disease progression after at least 1 line of treatment with an endocrine therapy and CDK4/6 inhibitor in the advanced or metastatic setting Part 1C: metastatic or advanced colorectal cancer with at least having received chemotherapy and/or targeted therapy if appropriate Part 1D: metastatic or advanced colorectal cancer without any prior chemotherapy for advanced or metastatic disease Part 2A: metastatic or advanced breast cancer with disease progression after at least 1 prior line of CDK4/6 inhibitor and at least 1 prior line of endocrine therapy Part 2B: metastatic or advanced colorectal cancer with at least having received chemotherapy and/or targeted therapy if appropriate Part 2C: metastatic or advanced colorectal cancer without any prior chemotherapy for advanced or metastatic disease
NCT07318805,inclusion,ecog,ECOG 0,0-0,ECOG performance status 0 or 1
NCT07319195,inclusion,biomarker,HER2 mentioned,HER2:unspecified,Discussion with the treating or study medical oncologist re: the potential of sending an Oncotype evaluation (if ER+HER2-) on the core needle biopsy sample
NCT07319871,inclusion,ecog,ECOG 0,0-0,Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1
NCT07321106,inclusion,biomarker,MSI mentioned,MSI:unspecified,"Participant with MSS/MSI-L CRC, who has exhausted at least one prior line of standard systemic therapy for their current malignancy."
NCT07321106,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Participant with genomic aberrations, including but not limited to BRAFV600E mutations and HER2 amplifications, for which FDA-approved targeted therapies are available, must:"
NCT07321106,exclusion,biomarker,MSI-H mentioned,MSI-H:unspecified,Participant whose CRC tumor tissues have been identified as dMMR or MSI-H
NCT07323641,inclusion,biomarker,EGFR positive,EGFR:positive,"Cytologically or histologically confirmed non small cell lung cancer (NSCLC), which is incurable with an activating and sensitizing EGFR mutation (e.g., exon 20 insertion mutations are excluded). Enrollment of patients with mutations other than exon 19 deletion and the L858R point mutation require literature supporting sensitivity to osimertinib. T790M mutations and identified EGFR mutations that are known to confer resistance to osimertinib (for instance C797S) are allowed"
NCT07323641,inclusion,biomarker,EGFR mentioned,EGFR:unspecified,"Cytologically or histologically confirmed non small cell lung cancer (NSCLC), which is incurable with an activating and sensitizing EGFR mutation (e.g., exon 20 insertion mutations are excluded). Enrollment of patients with mutations other than exon 19 deletion and the L858R point mutation require literature supporting sensitivity to osimertinib. T790M mutations and identified EGFR mutations that are known to confer resistance to osimertinib (for instance C797S) are allowed"
NCT07323641,inclusion,biomarker,MET positive,MET:positive,"From a tumor specimen obtained following progression on osimertinib or within 4 months of study entry (as long as the specimen was obtained after osimertinib was started), subjects must have c-MET overexpressing NSCLC as assessed by a Certified Laboratory Improvement Amendments (CLIA)-certified laboratory using the VENTANA MET (SP44) RxDx assay, with intermediate or high expression, defined as either ≥ 25% and \< 50% (intermediate) or ≥ 50% (high). If local results are unavailable, central testing may be performed"
NCT07323641,inclusion,biomarker,MET mentioned,MET:unspecified,"From a tumor specimen obtained following progression on osimertinib or within 4 months of study entry (as long as the specimen was obtained after osimertinib was started), subjects must have c-MET overexpressing NSCLC as assessed by a Certified Laboratory Improvement Amendments (CLIA)-certified laboratory using the VENTANA MET (SP44) RxDx assay, with intermediate or high expression, defined as either ≥ 25% and \< 50% (intermediate) or ≥ 50% (high). If local results are unavailable, central testing may be performed"
NCT07323641,inclusion,ecog,ECOG 0–1,0-1,Eastern Cooperative Oncology Group (ECOG) performance status of 0-1
NCT07323641,inclusion,biomarker,EGFR mentioned,EGFR:unspecified,"Creatinine clearance may be calculated using a 24 hour urine collection, by the Cockcroft-Gault formula or estimated glomerular filtration rate (eGFR) per the Modification of Diet in Renal Disease (MDRD) GFR equation"
NCT07323641,exclusion,biomarker,MET mentioned,MET:unspecified,"Prior c-MET targeted antibody drug conjugate with a microtubule toxin (such as monomethylauristatin E \[MMAE\]). Prior MET antibody without a toxin, prior MET antibody drug conjugate (ADC) with a non-microtubule, and prior MET TKI therapy are acceptable"
NCT07323641,exclusion,biomarker,MET mentioned,MET:unspecified,"Prior c-MET targeted antibody drug conjugate with a microtubule toxin (such as monomethylauristatin E \[MMAE\]). Prior MET antibody without a toxin, prior MET antibody drug conjugate (ADC) with a non-microtubule, and prior MET TKI therapy are acceptable"
NCT07323641,exclusion,biomarker,MET mentioned,MET:unspecified,"Prior c-MET targeted antibody drug conjugate with a microtubule toxin (such as monomethylauristatin E \[MMAE\]). Prior MET antibody without a toxin, prior MET antibody drug conjugate (ADC) with a non-microtubule, and prior MET TKI therapy are acceptable"
NCT07323641,exclusion,biomarker,MET mentioned,MET:unspecified,"Prior c-MET targeted antibody drug conjugate with a microtubule toxin (such as monomethylauristatin E \[MMAE\]). Prior MET antibody without a toxin, prior MET antibody drug conjugate (ADC) with a non-microtubule, and prior MET TKI therapy are acceptable"
NCT07323732,inclusion,ecog,ECOG 0–3,0-3,ECOG performance status of 0 - 3
NCT07325721,inclusion,ecog,ECOG 0–2,0-2,ECOG performance status 0-2.
NCT07332455,inclusion,ecog,ECOG 0,0-0,Eastern Cooperative Oncology Group (ECOG) performance status (PS) 0 or 1.
NCT07332975,inclusion,ecog,ECOG 0–2,0-2,ECOG 0-2
NCT07332975,inclusion,biomarker,HER2 negative,HER2:negative,Locally assessed HER2-negative (IHC 2+/FISH-negative or IHC 0 or 1+ /either FISH-negative or untested).
NCT07335224,inclusion,ecog,ECOG 0–1,0-1,Eastern Cooperative Oncology Group (ECOG) performance status of 0-1
NCT07335796,inclusion,ecog,ECOG 0–2,0-2,Eastern Cooperative Oncology Group (ECOG) performance status ≤ 2
NCT07336446,inclusion,ecog,ECOG 0,0-0,ECOG performance status score of 0 or 1.
NCT07337525,inclusion,ecog,ECOG 0–1,0-1,ECOG PS of 0 to 1
NCT07339176,inclusion,ecog,ECOG 0–1,0-1,ECOG performance status 0-1.
NCT07340541,inclusion,ecog,ECOG 0–2,0-2,ECOG Performance Status of 0-2 (see APPENDIX A: ECOG Performance Status Scale).
NCT07349537,inclusion,ecog,ECOG 0,0-0,Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
NCT07349537,inclusion,biomarker,KRAS positive,KRAS:positive,"Pathologically documented, locally advanced or metastatic KRAS G12V-mutated solid tumor malignancy."
NCT07349537,exclusion,biomarker,KRAS mentioned,KRAS:unspecified,Prior therapy with KRAS G12V inhibitor or direct RAS-targeted therapy (eg. degraders and/or inhibitors).
NCT07355205,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,"Availability of archival biopsy tissue or willingness to undergo a biopsy prior to C1D1 for biomarker analysis, including PD-L1 by IHC using a CLIA-certified test. Results of the PD-L1 testing are not required for enrollment."
NCT07355205,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,"Availability of archival biopsy tissue or willingness to undergo a biopsy prior to C1D1 for biomarker analysis, including PD-L1 by IHC using a CLIA-certified test. Results of the PD-L1 testing are not required for enrollment."
NCT07355205,inclusion,ecog,ECOG 0–1,0-1,ECOG performance status ≤ 1
NCT07355205,exclusion,biomarker,EGFR mentioned,EGFR:unspecified,classic EGFR mutations
NCT07355205,exclusion,biomarker,HER2 positive,HER2:positive,HER2 mutation
NCT07355205,exclusion,biomarker,ALK positive,ALK:positive,ALK fusion
NCT07355205,exclusion,biomarker,ROS1 positive,ROS1:positive,ROS1 fusion
NCT07355205,exclusion,biomarker,NTRK positive,NTRK:positive,NTRK fusion
NCT07355205,exclusion,biomarker,MET positive,MET:positive,MET Exon14 skipping mutation
NCT07355205,exclusion,biomarker,BRAF positive,BRAF:positive,BRAF V600E mutation
NCT07357298,inclusion,biomarker,HER2 mentioned,HER2:unspecified,Histologic diagnosis of breast cancer with documentation of ER/PR/HER2 status
NCT07357298,inclusion,biomarker,HER2 mentioned,HER2:unspecified,Radiographic evidence of stage IV extracranial disease enrolled within 60 days of diagnosis or starting first line therapy. HR+/HER2- patients may be enrolled within 60 days of starting 2nd line therapy as well.
NCT07357298,inclusion,biomarker,HER2 positive,HER2:positive,"HR+ will be defined as ER and/or PR \> 10%. To be classified as HER2+ disease, overexpression of HER2 by either IHC or in-situ hybridization is necessary as defined by the ASCO / CAP Guidelines41. Triple negative will be classified as ER and PR \<10% and HER2-."
NCT07357298,inclusion,biomarker,HER2 positive,HER2:positive,"HR+ will be defined as ER and/or PR \> 10%. To be classified as HER2+ disease, overexpression of HER2 by either IHC or in-situ hybridization is necessary as defined by the ASCO / CAP Guidelines41. Triple negative will be classified as ER and PR \<10% and HER2-."
NCT07357298,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"HR+ will be defined as ER and/or PR \> 10%. To be classified as HER2+ disease, overexpression of HER2 by either IHC or in-situ hybridization is necessary as defined by the ASCO / CAP Guidelines41. Triple negative will be classified as ER and PR \<10% and HER2-."
NCT07357597,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Patients with unresectable or metastatic HR+/HER2- (IHC 0, IHC 1+, or IHC 2+/ISH-) breast cancer who have received prior ET and chemotherapy for unresectable or metastatic disease. OR"
NCT07357597,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,Adult patients with unresectable or metastatic TNBC who are not candidates for PD-1/PD-L1 inhibitor therapy. Participants will be enrolled upon FDA approval on use of Dato-DXd for this indication. OR
